"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2023","DOC","Bureau of Economic Analysis (BEA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Bureau of Industry and Security (BIS)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Census Bureau - Enterprise Data Capture and Dissemination System (EDCADS) - Census Personnel and Employment Check Systems","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Census Bureau - Enterprise Data Capture and Dissemination System (EDCADS) - Data Ingest and Collection for the Enterprise","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Census Bureau - Periodic Economic Statistics","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Internation Trade Administration (ITA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","Minority Business Development Agency (MBDA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","National Institute of Standards and Technology (NIST) - Contracts/Purchase Orders","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOC","National Telecommunications and Information Administration (NTIA) - Public Telecommunications Facilities Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Central Hazardous Materials Fund, Department-Wide Programs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Central Utah Project Completion Account - Recovery Act, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Departmental Operations, Office of the Secretary, Interior - BIL 22XG0102ID","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Departmental Operations, Office of the Secretary, Interior - BIL 22XL0102D1, 23XL0102D1, 23XL0102A1","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Departmental Operations, Office of the Secretary, Interior - BIL 22XM0102BL, 23XE0102LP","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Federal Aid-Highways (Liquidation of Contract Authorization), National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Federal-Aid Highways (Liquidation of Contract Authorization), Federal Highway Administration, Transportation, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Land Buy Back, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","National Fire Plan-Wildland Urban Interface Community Fire Assistance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Operation and Maintenance of Quarters, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior - IRA 221A2100S4, 221A2100S5, 221A2100S2","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Payments for Tribal Leases, Bureau of Indian Affairs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Policy and Administration, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Regulation and Technology, Office of Surface Mining Reclamation and Enforcement, Interior - Federal Regulatory and Reclamation Programs for Oklahoma - 223S180110, 234S180110","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Salaries and Expenses, Office of the Inspector General, Interior - IRA 221D0104IW","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Selis-Qlispe Ksanka Settlement Trust Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Wildland Fire Management, Department-Wide Programs, Interior - BIL 23XF1125DI","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOI","Working Capital Fund, Bureau of Reclamation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOJ","Administrative, Technology, and Other","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOJ","Prisons and Detention","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOL","Employment & Training Administration - Adult Employment and Training Activities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOL","Employment & Training Administration - Dislocated Worker Employment and Training Activities - National Reserves Demos","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOL","Employment & Training Administration - Indian and Native American Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOL","Employment & Training Administration - Youth Activities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOT","Federal Aviation Administration Airport Response Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOT","Federal Transit Administration Emergency Relief Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOT","Maritime Administration Federal Ship Financing Program Contracts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOT","Pipeline and Hazardous Materials Safety Administration Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","DOW","Military Health Benefits – TRICARE Pharmacy Program (TPharm)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Advanced Placement Program (Advanced Placement Test Fee; Advanced Placement Incentive Program Grants)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","American Overseas Research Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Arts in Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Career and Technical Education - Grants to Native Americans and Alaska Natives","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Competitive Grants for State Assessments","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Contractual Services","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Credit Enhancement for Charter School Facilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Disability Innovation Fund (DIF)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Ed-Flex","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Elementary School Foreign Language Incentive Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Federal Real Property Assistance Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Fulbright-Hays Seminars Abroad--Bilateral Projects","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Grants to States for Workplace and Community Transition Training for Incarcerated Individuals","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Health Education Assistance Loan (HEAL)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Howard University","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Innovative Rehabilitation Training","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Javits Gifted and Talented Students Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Leveraging Educational Assistance Partnership (LEAP) Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Life Skills for State and Local Prisoners Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Literacy Information and Communication System Regional Professional Development Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Martin Luther King, Jr., Scholars Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Native Hawaiian Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Quality Zone Academy Bonds","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Services Demonstration and Training Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Rehabilitation Training Technical Assistance Centers","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Ambassador Fellowship Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","School Leader Recruitment and Support (formerly School Leadership)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Technical Assistance and Dissemination to Improve Services and Results for Children with Disabilities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Special Education Technical Assistance on State Data Collection","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Statewide Longitudinal Data Systems","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Supplemental Education Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Title I State Agency Program for Neglected and Delinquent Children and Youth","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Travel and Transportation - Department of Education","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Staff Training Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","TRIO Student Support Services","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","ED","Undergraduate International Studies and Foreign Language Programs","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","FCC","COVID-19 Telehealth","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Employee Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Operating Expenses (Reimbursable)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Technology Modernization Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Technology Transformation Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","GSA","Unconditional Gifts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Basic Center Grant","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Abuse and Neglect Discretionary Activities","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Child Support Services Research","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Payments to Territories - Adults","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Refugee and Entrant Assistance Wilson/Fish Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Temporary Assistance for Needy Families","Non-compliant","2","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Title IV-E Prevention Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Children and Families (ACF) - Title V State Sexual Risk Avoidance Education (Title V State SRAE) Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Community Living (ACL) - Alzheimers Programs","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Community Living (ACL) - Court Improvement Program (CIP) Formula Programs","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Administration for Community Living (ACL) - Nutrition Services Incentive Program (NSIP) Formula Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Disease Control and Prevention (CDC) - National Center for Health Statistics","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Disease Control and Prevention (CDC) - Office of Science","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Disease Control and Prevention (CDC) National Center for Environmental Health/Agency for Toxic Substances and Disease Registry (ATSDR)","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Bundled Payments for Care Improvement Advanced Model","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Learning Networks","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Shared Savings (Hospital Insurance)","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Navigator Grants","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Quality Measure Endorsement","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) Accountable Health Communities Model","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Food and Drug Administration (FDA) - Center for Biologics","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Food and Drug Administration (FDA) - GSA Rental Payments","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Health Resources and Services Administration (HRSA) - Health Care Systems","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Health Resources and Services Administration (HRSA) - Maternal & Child Health (Discretionary)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Health Resources and Services Administration (HRSA) - Primary Health Care Health Centers and Free Clinics","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Health Resources and Services Administration (HRSA) - Rural Health","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Indian Health Service (IHS) - Health Education (Preventive Health)","Non-compliant","2","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Indian Health Service (IHS) - Indian Health Care Improvement Fund (clinical Services)","Non-compliant","2","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","National Institutes of Health (NIH) - National Center for Advancing Translational Sciences","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","National Institutes of Health (NIH) - National Institute on Deafness and Communication Disorders","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Office of the National Coordinator for Health Information Technology (ONC) Public Health Informatics & Technology (PHIT) Workforce Development Program","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Substance Abuse and Mental Health Services Administration (SAMHSA) Alcohol and Substance Abuse Prevention","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HHS","Substance Abuse and Mental Health Services Administration (SAMHSA) Mental Health","Non-compliant","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Community Planning and Development - Community Development Block Grant – DRAA-Sandy","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Community Planning and Development - Housing Opportunities for Persons with AIDS","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Housing - Housing for the Elderly or Handicapped - Direct Loan Liquidating Account - Section 202","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Public and Indian Housing - Native American Housing Block Grants","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Public and Indian Housing - Revitalization of Severely Distressed Public Housing (HOPE VI)","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Public and Indian Housing - Title VI Indian Federal Guarantees","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","HUD","Salaries and Expenses","Non-compliant","2","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","MCC","Threshold Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Advanced Air Vehicles Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Applied Sciences","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Earth Systematic Missions","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Environmental Compliance and Restoration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Heliophysics Technology","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Integrated System Research","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Launch Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Lunar Discovery and Exploration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Moon and Mars Architecture","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Planetary Science Research","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Reimbursable (RMB) Office of Inspector General (OIG) Institution Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Reimbursable (RMB) Science Mission Directorate (SCMD) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Reimbursable (RMB) Space Operations Mission Directorate (SOMD) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Reimbursable (RMB) Space Operations Mission Directorate (SOMD) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Space Launch System","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NASA","Space Operations CoF","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NEA","Salaries & Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NEA","State & Regional Partnership Agreements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NEH","Promotion of the Humanities Federal/State Partnership","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","NSF","Grants and Cooperative Agreements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","7(a) Loan Guarantees Purchases","Non-compliant","3","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2023","SBA","7(j) Technical Assistance","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","Growth Accelerator Fund Competition","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","Lab-to-Market","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","Restaurant Revitalization Fund (RRF)","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","SBA","State Trade Expansion Program","Non-compliant","3","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","STATE","American Compensation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","STATE","Leaseholds and Functional Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","STATE","Population Refugees and Migration Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Departmental Offices - Air Carrier Worker Support","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Departmental Offices - Small Business Lending Fund Program","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Fiscal Service - Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Fiscal Service - Claims for Contract Disputes","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Fiscal Service - Corporation for Public Broadcasting","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Fiscal Service - DC Water & Sewer","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Non-compliant","12","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"2023","TREASURY","Internal Revenue Service - Informant Reimbursement","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2023","TREASURY","Internal Revenue Service - Taxpayer Services- Volunteer Income Tax Assistance Matching Grant Program","Non-compliant","12","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
